1551,GB,1627,Harbours on the East Coast of England,,,,,,,
1551PlanA,GB,1627,Plan A – Sunderland,54.8801666667,54.9368333333,1.3836666667,1.3018333333,90/08,10000,**
1551PlanB,GB,1627,Plan B – Warkworth Harbour,55.305,55.3601666667,1.6166666667,1.5115,90/08,15000,**
1551PlanC,GB,1627,Plan C – Cont. of River Wear,54.9045,54.9235,1.4181666667,1.3825,90/08,10000,**
1551PlanD,GB,1627,Plan D - Seaham,54.8223333333,54.8461666667,1.3416666667,1.3015,90/08,12500,**
1552,GB,2566,"England – East Coast, Tees and Hartlepool Bays",,,,,85/12,20000,**
1552PartA,GB,2566,Part A – Tees Bay,54.588,54.7031666667,1.2225,1.0861666667,85/12,20000,**
1552PartB,GB,2566,Part B – Continuation of River Tees,54.5576666667,54.6066666667,1.3133333333,1.145,85/12,20000,**
1552PlanC,GB,2566,Plan C – Hartlepool Bay,54.6718333333,54.7038333333,1.2133333333,1.1541666667,85/12,10000,**
1553,GB,1188,River Humber – Spurn Head to Immingham,53.5243333333,53.666,0.2198333333,-0.1496666667,84/13,25000,**
1553PlanA,GB,1188,Plan A - Grimsby,53.5673333333,53.5891666667,0.0936666667,0.0541666667,84/13,10000,**
1554,GB,3497,"River Humber, Immingham to Humber Bridge and the Rivers Ouse and Trent",53.6135,53.7553333333,0.461,0.0755,83/13,25000,**
1554PlanA,GB,3497,Plan A – Humber Bridge to Whitton Ness,53.6726666667,53.7366666667,0.6191666667,0.445,83/13,50000,**
1554PlanB,GB,3497,Plan B – Whitton Ness to Goole and Keadby,53.5835,53.7341666667,0.8716666667,0.5966666667,83/13,50000,**
1554PlanC,GB,3497,Plan C – Keadby to Gainsborough,53.4026666667,53.5861666667,0.8341666667,0.6681666667,83/13,100000,**
1554PlanD,GB,3497,Plan D – Goole,53.6951666667,53.7038333333,0.8818333333,0.862,83/13,5000,**
1556,GB,1200,The Wash Ports,52.7878333333,53.0071666667,0.0435,-0.5236666667,85/12,37500,**
1556PlanA,GB,1200,Plan A – Boston,52.965,52.9733333333,0.0283333333,0.0066666667,85/12,10000,**
1556PlanB,GB,1200,Plan B – Approaches to Boston,52.9283333333,52.9541666667,-0.0686666667,-0.1403333333,85/12,20000,**
1556PlanC,GB,1200,Plan C – Continuation to River Nene,52.7,52.7995,-0.153,-0.2131666667,85/12,50000,**
1556PlanD,GB,1200,Plan D – Continuation of the River Nene to Wisbech,52.663,52.7085,-0.1441666667,-0.2005,85/12,50000,**
1556PlanE,GB,1200,Plan E – Lynn Cutt (continued),52.7576666667,52.7933333333,-0.3515,-0.3983333333,85/12,37500,**
1556PlanF,GB,1200,Plan F – King’s Lynn,52.7441666667,52.7645,-0.3833333333,-0.399,85/12,10000,**
1558,GB,1534,Great Yarmouth and Approaches,52.5125,52.7371666667,-1.6465,-1.8933333333,08/13,25000,**
1558PlanA,GB,1534,Plan A – Great Yarmouth Outer Harbour,52.5708333333,52.5838333333,-1.728,-1.7506666667,08/13,7500,**
1558PlanB,GB,1534,Plan B – Great Yarmouth Haven,52.5765,52.6073333333,-1.7215,-1.736,08/13,7500,**
1559,GB,1535,Lowestoft and Approaches,52.3918333333,52.5833333333,-1.6778333333,-1.9166666667,08/13,25000,**
1559PlanA,GB,1535,Plan A – Lowestoft Harbour,52.4706666667,52.4783333333,-1.7085,-1.7683333333,08/13,6250,**
1560,GB,2052,Orford Ness to the Naze,51.8088333333,52.1,-1.2806666667,-2.0781666667,84/13,50000,**
1561,GB,1183,Thames Estuary,51.36,51.9445,-0.5466666667,-2.021,83/13,100000,51°40'N
1562,GB,1607,"Thames Estuary, Southern Part",51.3238333333,51.616,-0.8631666667,-1.595,87/13,50000,**
1563,GB,1828,Dover to North Foreland,51.0871666667,51.458,-1.2981666667,-1.6408333333,87/13,37500,**
1563PlanA,GB,1828,Plan A – Ramsgate,51.3236666667,51.3338333333,-1.407,-1.4253333333,87/13,5000,**
1564,GB,323,Dover Strait – Eastern Part,50.9166666667,51.4158333333,-1.2853333333,-2.4483333333,99/13,75000,**
1565,GB,3496,"River Humber, Immingham and Hull",,,,,11/13,,-0
1565PlanA,GB,3496,"Plan A - Hull Docks, Eastern Part",53.7196666667,53.7485,0.33,0.2315,11/13,10000,**
1565PlanB,GB,3496,"Plan B - Hull Docks, Western Part",53.7291666667,53.7418333333,0.364,0.3246666667,11/13,10000,**
1565PlanC,GB,3496,Plan C - Immingham Oil Terminal to Humber Sea Terminal,53.6175,53.6758333333,0.2481666667,0.15,11/13,10000,**
1566,GB,104,Approaches to the Humber Traffic Separation Scheme,53.4558333333,53.675,-0.0441666667,-0.62,12/13,37500,**
1570,GB,2693,"Approaches to Felixstove, Harwich and Ipswich with the Rivers Stour, Orwell and Deben",51.912,52.0538333333,-1.1248333333,-1.5246666667,83/12,25000,**
1570PlanA,GB,2693,Plan A – Continuation of River Stour,51.9378333333,51.9605,-1.0648333333,-1.1325,83/12,25000,**
1570PlanB,GB,2693,Plan B – Ipswich,52.0313333333,52.0536666667,-1.1498333333,-1.1681666667,83/12,10000,**
1570PlanC,GB,2693,Plan C – Continuation of River Deben,52.052,52.0955,-1.3081666667,-1.3466666667,83/12,25000,**
1571,GB,3741,Rivers Colne and Blackwater,51.6838333333,51.83,-0.6998333333,-1.0976666667,94/11,25000,**
1571PlanA,GB,3741,Plan A – Brightling sea,51.7888333333,51.8103333333,-0.9948333333,-1.0375,94/11,12500,**
1571PlanB,GB,3741,Plan B – Continuation of River Colne,51.8278333333,51.874,-0.9326666667,-1.0241666667,94/11,12500,**
1571PlanC,GB,3741,Plan C – Colchester Quays,51.8713333333,51.8851666667,-0.9238333333,-0.9418333333,94/11,12500,**
1571PlanD,GB,3741,Plan D – Bradwell,51.7298333333,51.7465,-0.8765,-0.895,94/11,12500,**
1571PlanE,GB,3741,Plan E – West Mersea,51.7713333333,51.7823333333,-0.8866666667,-0.9051666667,94/11,12500,**
1571PlanF,GB,3741,Plan F – Tollesbury Yacht Harbour,51.7563333333,51.7665,-0.8465,-0.8655,94/11,12500,**
1571PlanG,GB,3741,Plan G - Maldon,51.7215,51.7423333333,-0.6781666667,-0.7208333333,94/11,12500,**
1572,GB,1185,"River Thames, Sea Reach",51.4138333333,51.5611666667,-0.5365,Err:502,87/13,25000,**
1573,GB,2482,River Medway and The Swale - Part 1,51.2911666667,51.4373333333,-0.4206666667,-0.772,88/12,25000,**
1573Cont,GB,2482,Cont. of the Swale,51.3161666667,51.3915,-0.7315,-0.9826666667,88/12,25000,**
1573PlanA,GB,2482,Plan A - Ferry Reach,51.3821666667,51.3956666667,-0.7453333333,-0.7683333333,88/12,12500,**
1573PlanB,GB,2482,Plan B – Continuation to Rochester,51.383,51.3981666667,-0.4993333333,-0.519,88/12,12500,**
1573PlanC,GB,2482,Plan C – Continuations to Maidstone,51.2705,51.2976666667,-0.495,-0.5273333333,88/12,25000,**
1574,GB,2484,Hole Haven to London Bridge,,,,,85/13,,**
1574PlanA,GB,2484,Plan A – Hole Haven to Purfleet,51.4371666667,51.5223333333,-0.21,-0.5623333333,85/13,25000,**
1574PlanB,GB,2484,Plan B – Purfleet to London Bridge,51.4688333333,51.5228333333,-0.09,-0.2626666667,85/13,25000,**
1574PlanC,GB,2484,Plan C – Cont. of Hole Haven Creek,51.5113333333,51.549,-0.5008333333,-0.5568333333,85/13,25000,**
1574PlanD,GB,2484,Plan D - Thames Tidal Barrier,51.493,51.5018333333,-0.027,-0.047,85/13,5000,**
1580,GB,1491,Harwich and Felixstowe,51.9128333333,51.9705,-1.2148333333,-1.3573333333,83/10,10000,**
