1459,DE,6,Die Weser von Farge bis Bremen,,,,,07/14,25000,54°00’N
1459PlanA,DE,6,Plan A - Farge bis Osterort,53.11,53.2083333333,-8.4333333333,-8.7166666667,07/14,25000,54°00‘N
1459PlanB,DE,6,Plan B - Vegesacker Kurve,53.1583333333,53.18,-8.57,-8.65,07/14,12500,53°10’N
1459PlanC,DE,6,Plan C – Hafen von Bremen,53.075,53.1366666667,-8.6533333333,-8.7921666667,07/14,12500,57°07’N
1459PlanD,DE,6,Plan D - Stephanibrûcke bis Hemelingen,53.0316666667,53.0833333333,-8.7866666667,-8.8866666667,07/14,25000,54°00’N
1460,DE,7,"Die Jade, Innerer Teil – (The Jade Inner Part)",53.3883333333,53.73,-7.9483333333,-8.35,89/14,35000,54°00’N
1460PlanA,DE,7,Plan A - Wilhelmshaven,53.5066666667,53.545,-8.1141666667,-8.1725,89/14,15000,53°32’N
1461,DE,90,Emsmündung – ( Entrance to the EMS),53.3925,53.7325,-6.2333333333,-7.065,86/14,50000,54°00’N
1461PlanA,DE,90,Plan A - Fischerbalje und Hafen von Borkum,53.5493333333,53.566,-6.7066666667,-6.7636666667,86/14,15000,53°34’N
1461PlanB,DE,90,Plan B - Eemshaven,53.441,53.4643333333,-6.807,-6.852,86/14,20000,53°27’N
1462,DE,91,Die Ems von Dukegat bis Pogum,53.2975,53.4691666667,-6.8575,-7.2736666667,93/13,25000,54°00’N
1462PlanA,DE,91,Plans : A – Hafenanlagen von Emden,53.326,53.3701666667,-7.1703333333,-7.2286666667,93/13,12500,53°21’N
1462PlanB,DE,91,Plan B – Dollard (Dollart),53.2293333333,53.341,-7.0653333333,-7.2403333333,93/13,50000,53°17’N
1463,DE,49,"Approaches to Elbe, Weser and Jade",53.6666666667,54.25,-7.4,-9.05,08/12,100000,54°00’N
1465,NL/GB,207,Hoek Van Holland to Vlaardingen Nieuwe Waterweg and Europoort (part A),51.8916666667,52.0266666667,-3.95,-4.27,10/13,20000,52°00’N
1465,NL/GB,207,Continuation Nieuwe Waterweg (part B),51.8583333333,51.9133333333,-4.2183333333,-4.3416666667,10/13,20000,52°00’N
1466,NL/GB,208,Rotterdam – Niewe Maas and Oude Maas,51.7933333333,51.9283333333,-4.3166666667,-4.6366666667,10/,20000,52°00’N
1467PartA,NL/GB,209,Krimpen A/D lek to Moerdijk (part A – Krimpen A/D lek to Dordrecht),51.775,51.91,-4.6033333333,-4.76,10/,20000,52°00’N
1467PartB,NL/GB,209,Part B – Dordrecht to Moederdijk,51.675,51.81,-4.5016666667,-4.6583333333,10/,,
1468,NL/GB,126,Approaches to Den Helder,52.6166666667,53.2083333333,-4.19,-4.8583333333,03/13,60000,52°55’N
1469,NL/GB,125,Approaches to Scheveningen and Ijmuiden,52.0833333333,52.675,-3.9816666667,-4.6416666667,03/13,60000,52°25’N
1469PlanA,NL/GB,125,Plan A – Ijmuiden,52.455,52.4766666667,-4.53,-4.61,03/13,20000,52°25’N
1469PlanB,NL/GB,125,Plan B - Scheveningen,52.0933333333,52.1083333333,-4.245,-4.2733333333,03/13,15000,52°25’N
1470,NL/GB,1546,Zeegat Van Texel and Den Helder Roads,52.8658333333,53.0675,-4.4453333333,-4.9353333333,01/11,30000,52°58’N
1470PlanA,NL/GB,1546,Plan A - Den Helder,52.9425,52.9675,-4.7653333333,-4.8053333333,01/11,15000,
1471PartA,NL/GB,124,"Part A - Noordzee Kanaal including Ijmuiden, Zaandam and Amsterdam",52.4205,52.4786666667,-4.5036666667,-4.7198333333,82/10,15000,52°25’N
1471PartB,NL/GB,124,Part B – Continuation of Noordzeekanaal,52.3658333333,52.4441666667,-4.6986666667,-4.987,82/10,20000,52°25’N
1472,NL/GB,122,Approaches to Europoort and Hoek Van Holland,51.8541666667,52.2581666667,-3.314,-4.275,83/13,60000,52°00’N
1473,NL/GB,110,Westkapelle to Stellendam and Maasvlakte,51.5356666667,52.0408333333,-2.9488333333,-4.144,85/13,75000,51°45’N
1473PlanA,NL/GB,110,Plan A – Noordland Roompotsluis,51.5991666667,51.6291666667,-3.632,-3.702,85/13,40000,51°45’N
1473PlanB,NL/GB,110,Plan B – Slijkgat to Stellendam,51.8125,51.8758333333,-3.8436666667,-4.072,85/13,50000,51°45’N
1474,BE,101,"Belgische Nederlandse Kust, Monding van de Westerschelde van Oostende tot Westkapelle",51.2158333333,51.6191666667,-2.6753333333,-3.622,85/12,60000,51°20’N
1474PlanA,BE,101,Plan A – Vlissingen,51.4291666667,51.4591666667,-3.5636666667,-3.6086666667,85/12,25000,51°20’N
1474PlanB,BE,101,Plan B – Zeebrugge,51.3258333333,51.365,-3.1653333333,-3.2286666667,85/12,20000,51°20’N
1474PlanC,BE,101,Plan C - Brugge,51.2216666667,51.2375,-3.2128333333,-3.2278333333,85/12,15000,51°20’N
1478PartA,BE,106,Part A – Baalhoek tot Antwerpen,51.2278333333,51.4266666667,-4.095,-4.345,98/11,30000,51°20’N
1478PartB,BE,106,Part B – Antwerpen tot Hoboken,51.1778333333,51.2438333333,-4.321,-4.4055,98/11,15000,51°20’N
1478PartC,BE,106,Part C – Hoboken tot Wintam,51.117,51.1836666667,-4.2943333333,-4.3408333333,98/11,10000,51°20’N
1479,NL/ GB,120,"Westerschelde, Vlissingen to Baalhoek and Gent- Terneuzen Canal",51.324,51.5575,-3.4985,-4.1286666667,97/11,40000,51°20’N
1479PlanA,NL/ GB,120,Plan A - Breskens,51.3916666667,51.4033333333,-3.557,-3.5803333333,97/11,20000,51°20’N
1479PlanB,NL/ GB,120,Plan B - Braakmanhaven,51.3316666667,51.3558333333,-3.7526666667,-3.7803333333,97/11,25000,51°20’N
1479PlanC,NL/ GB,120,Plan C – Terneuzen Anchorage,51.335,51.3508333333,-3.8236666667,-3.887,97/11,20000,51°20’N
1479PlanD,NL/ GB,120,Plan D - Continuation to Gent,51.0523333333,51.344,-3.7185,-3.8535,97/11,40000,51°20’N
1479PlanE,NL/ GB,120,Plan E – Gent,51.0725,51.1191666667,-3.7203333333,-3.762,97/11,25000,51°20’N
1479PlanF,NL/ GB,120,Plan F – Approaches to Terneuzen,51.3216666667,51.3508333333,-3.8001666667,-3.837,97/11,25000,51°20’N
1479PlanG,NL/ GB,120,Plan G – Vlissingen Oost (Sloehaven),51.4408333333,51.4791666667,-3.6536666667,-3.7236666667,97/11,25000,51°20’N
1479PlanH,NL/ GB,120,Plan H – Terneuzen,51.2975,51.3233333333,-3.8161666667,-3.8445,97/11,25000,51°20’N
1479PlanI,NL/ GB,120,Plan I – Vlissingen,51.4291666667,51.4591666667,-3.5636666667,-3.6086666667,97/11,25000,51°20’N
